,"100000","8","100000","8","100000","8","100000","8","100000","8","100000","8","100000","8","100000","8","100000","8","100000","8","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80"
,"100000","9","100000","9","100000","9","100000","9","100000","9","100000","9","100000","9","100000","9","100000","9","100000","9","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90"
,"100000","10","100000","10","100000","10","100000","10","100000","10","100000","10","100000","10","100000","10","100000","10","100000","10","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100"
,"100000","11","100000","11","100000","11","100000","11","100000","11","100000","11","100000","11","100000","11","100000","11","100000","11","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","55","100000","55","100000","55","100000","55","100000","55","100000","55","100000","55","100000","55","100000","55","100000","55","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","77","100000","77","100000","77","100000","77","100000","77","100000","77","100000","77","100000","77","100000","77","100000","77","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110"
,"100000","12","100000","12","100000","12","100000","12","100000","12","100000","12","100000","12","100000","12","100000","12","100000","12","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120"
,"100000","13","100000","13","100000","13","100000","13","100000","13","100000","13","100000","13","100000","13","100000","13","100000","13","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","65","100000","65","100000","65","100000","65","100000","65","100000","65","100000","65","100000","65","100000","65","100000","65","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","91","100000","91","100000","91","100000","91","100000","91","100000","91","100000","91","100000","91","100000","91","100000","91","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","117","100000","117","100000","117","100000","117","100000","117","100000","117","100000","117","100000","117","100000","117","100000","117","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130"
,"100000","14","100000","14","100000","14","100000","14","100000","14","100000","14","100000","14","100000","14","100000","14","100000","14","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","98","100000","98","100000","98","100000","98","100000","98","100000","98","100000","98","100000","98","100000","98","100000","98","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140"
,"100000","15","100000","15","100000","15","100000","15","100000","15","100000","15","100000","15","100000","15","100000","15","100000","15","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","45","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","150","100000","150","100000","150","100000","150","100000","150","100000","150","100000","150","100000","150","100000","150","100000","150"
,"100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","16","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","128","100000","128","100000","128","100000","128","100000","128","100000","128","100000","128","100000","128","100000","128","100000","128","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","160","100000","160","100000","160","100000","160","100000","160","15","160","100000","160","100000","160","100000","160","100000","160"
,"100000","17","100000","17","100000","17","100000","17","100000","17","100000","17","100000","17","100000","17","100000","17","100000","17","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","51","100000","51","100000","51","100000","51","100000","51","100000","51","100000","51","100000","51","100000","51","100000","51","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","85","100000","85","100000","85","100000","85","100000","85","100000","85","100000","85","100000","85","100000","85","100000","85","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","119","100000","119","100000","119","100000","119","100000","119","100000","119","100000","119","100000","119","100000","119","100000","119","100000","136","100000","136","100000","136","100000","136","100000","136","100000","136","100000","136","100000","136","16","136","100000","136","16","153","100000","153","100000","153","100000","153","100000","153","100000","153","100000","153","100000","153","100000","153","100000","153","100000","170","100000","170","100000","170","100000","170","100000","170",,,"100000","170","16","170","16","170","100000","170"
,"100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","18","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","17","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144","100000","144",,,"100000","144",,,"100000","162","100000","162","100000","162","100000","162","100000","162","100000","162","100000","162","100000","162","100000","162","17","180","100000","180","100000","180","100000","180","100000","180",,,"100000","180",,,,,"100000","180"
,"100000","19","100000","19","100000","19","100000","19","100000","19","100000","19","100000","19","100000","19","100000","19","100000","19","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","57","100000","57","100000","57","100000","57","100000","57","100000","57","100000","57","100000","57","100000","57","100000","57","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","95","100000","95","100000","95","100000","95","100000","95","100000","95","100000","95","100000","95","100000","95","100000","95","100000","114","100000","114","100000","114","100000","114","100000","114","100000","114","100000","114","100000","114","100000","114","100000","114","100000","133","100000","133","100000","133","100000","133","18","133","100000","133","100000","133","100000","133","100000","133","100000","133",,,"100000","152","100000","152","100000","152","100000","152","100000","152","100000","152","100000","152",,,"100000","152",,,"100000","171","100000","171","100000","171","100000","171","100000","171","100000","171","100000","171","100000","171","18","171",,,"100000","190","100000","190","100000","190","100000","190",,,"18","190",,,,,"18","190"
,"100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","20","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","140","100000","140","19","140","100000","140",,,"100000","140","100000","140","100000","140","100000","140","100000","140",,,"100000","160","100000","160","100000","160","19","160","100000","160","100000","160","100000","160",,,"100000","160",,,"100000","180","100000","180","19","180","100000","180","100000","180","19","180","100000","180","100000","180",,,,,"100000","200","100000","200","19","200","100000","200",,,,,,,,,,
,"100000","21","100000","21","100000","21","100000","21","100000","21","100000","21","100000","21","100000","21","100000","21","100000","21","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","42","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","63","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","126","100000","147","100000","147",,,"100000","147",,,"100000","147","100000","147","100000","147","100000","147","100000","147",,,"20","168","100000","168","100000","168",,,"100000","168","100000","168","100000","168",,,"100000","168",,,"20","189","20","189",,,"100000","189","100000","189",,,"100000","189","100000","189",,,,,"100000","210","100000","210",,,"100000","210",,,,,,,,,,
,"100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","22","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","44","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","88","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","110","100000","132","100000","132","100000","132","100000","132","100000","132","100000","132","100000","132","21","132","100000","132","100000","132","100000","154","100000","154",,,"100000","154",,,"21","154","21","154","21","154","100000","154","100000","154",,,,,"21","176","21","176",,,"100000","176","100000","176","21","176",,,"100000","176",,,,,,,,,"100000","198","21","198",,,"21","198","21","198",,,,,"21","220","21","220",,,"100000","220",,,,,,,,,,
,"100000","23","100000","23","100000","23","100000","23","100000","23","100000","23","100000","23","100000","23","100000","23","100000","23","100000","46","100000","46","100000","46","100000","46","100000","46","100000","46","100000","46","100000","46","100000","46","100000","46","100000","69","100000","69","100000","69","100000","69","100000","69","100000","69","100000","69","100000","69","100000","69","100000","69","100000","92","100000","92","100000","92","100000","92","100000","92","100000","92","100000","92","100000","92","100000","92","100000","92","100000","115","100000","115","100000","115","100000","115","100000","115","100000","115","100000","115","100000","115","100000","115","100000","115","100000","138","100000","138","100000","138","100000","138","100000","138","100000","138","100000","138",,,"100000","138","100000","138","100000","161","22","161",,,"100000","161",,,,,,,,,"100000","161","100000","161",,,,,,,,,,,"100000","184","22","184",,,,,"22","184",,,,,,,,,"22","207",,,,,,,,,,,,,,,,,,,"100000","230",,,,,,,,,,
,"100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","24","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","48","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","144","100000","144","23","144","100000","144","100000","144","100000","144","100000","144",,,"100000","144","100000","144","100000","168",,,,,"23","168",,,,,,,,,"100000","168","23","168",,,,,,,,,,,"100000","192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23","240",,,,,,,,,,
,"100000","25","100000","25","100000","25","100000","25","100000","25","100000","25","100000","25","100000","25","100000","25","100000","25","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","50","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","75","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","100","100000","125","100000","125","100000","125","100000","125","100000","125","100000","125","100000","125","100000","125","100000","125","100000","125","24","150","100000","150",,,"100000","150","100000","150","100000","150","100000","150",,,"100000","150","100000","150","24","175",,,,,,,,,,,,,,,"100000","175",,,,,,,,,,,,,"100000","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","26","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","52","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","104","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130","100000","130",,,"100000","156",,,"100000","156","100000","156","100000","156","100000","156",,,"100000","156","100000","156",,,,,,,,,,,,,,,,,"100000","182",,,,,,,,,,,,,"100000","208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","27","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","54","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","81","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135","100000","135",,,"100000","162",,,"100000","162","100000","162","100000","162","26","162",,,"100000","162","100000","162",,,,,,,,,,,,,,,,,"100000","189",,,,,,,,,,,,,"26","216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","28","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","56","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","84","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","112","100000","140","27","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140","100000","140",,,"100000","168",,,"27","168","100000","168","100000","168",,,,,"100000","168","100000","168",,,,,,,,,,,,,,,,,"27","196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","29","100000","29","100000","29","100000","29","100000","29","100000","29","100000","29","100000","29","100000","29","100000","29","100000","58","100000","58","100000","58","100000","58","100000","58","100000","58","100000","58","100000","58","100000","58","100000","58","100000","87","100000","87","100000","87","100000","87","100000","87","100000","87","100000","87","100000","87","100000","87","100000","87","100000","116","100000","116","100000","116","100000","116","100000","116","100000","116","100000","116","100000","116","100000","116","100000","116","100000","145",,,"100000","145","100000","145","28","145","100000","145","100000","145","100000","145","100000","145","100000","145",,,"100000","174",,,,,"100000","174","100000","174",,,,,"100000","174","100000","174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","30","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","60","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","90","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","150",,,"100000","150","100000","150",,,"100000","150","100000","150","29","150","100000","150","100000","150",,,"100000","180",,,,,"100000","180","100000","180",,,,,"29","180","100000","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","31","100000","31","100000","31","100000","31","100000","31","100000","31","100000","31","100000","31","100000","31","100000","31","100000","62","100000","62","100000","62","100000","62","100000","62","100000","62","100000","62","100000","62","100000","62","100000","62","100000","93","100000","93","100000","93","100000","93","100000","93","100000","93","100000","93","100000","93","100000","93","100000","93","100000","124","100000","124","100000","124","100000","124","100000","124","100000","124","100000","124","100000","124","100000","124","100000","124","30","155",,,"30","155","30","155",,,"100000","155","100000","155",,,"100000","155","100000","155",,,"100000","186",,,,,"100000","186","100000","186",,,,,,,"100000","186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","32","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","64","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","96","100000","128","100000","128","100000","128","100000","128","31","128","100000","128","100000","128","100000","128","100000","128","100000","128",,,,,,,,,,,"100000","160","100000","160",,,"100000","160","100000","160",,,"100000","192",,,,,"100000","192","100000","192",,,,,,,"100000","192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","33","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","66","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","99","100000","132","100000","132","100000","132","100000","132",,,"100000","132","100000","132","100000","132","100000","132","100000","132",,,,,,,,,,,"100000","165","100000","165",,,"100000","165","100000","165",,,"100000","198",,,,,"100000","198","100000","198",,,,,,,"100000","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","34","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","100000","68","33","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","102","100000","136","100000","136","100000","136","100000","136",,,"100000","136","100000","136","100000","136","100000","136","100000","136",,,,,,,,,,,"100000","170","100000","170",,,"100000","170","100000","170",,,"100000","204",,,,,"100000","204","100000","204",,,,,,,"100000","204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","35","100000","35","100000","35","100000","35","100000","35","100000","35","100000","35","100000","35","100000","35","100000","35","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70","100000","70",,,"100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","105","100000","140","100000","140","100000","140","100000","140",,,"100000","140","100000","140","100000","140","100000","140","100000","140",,,,,,,,,,,"100000","175","100000","175",,,"100000","175","100000","175",,,"100000","210",,,,,"100000","210","100000","210",,,,,,,"100000","210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","36","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72","100000","72",,,"100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","100000","108","35","144","100000","144","100000","144","100000","144",,,"100000","144","100000","144","100000","144","100000","144","100000","144",,,,,,,,,,,"100000","180","100000","180",,,"100000","180","100000","180",,,"100000","216",,,,,"100000","216","100000","216",,,,,,,"100000","216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","37","100000","37","100000","37","100000","37","100000","37","100000","37","100000","37","100000","37","100000","37","100000","37","100000","74","100000","74","100000","74","100000","74","100000","74","100000","74","100000","74","100000","74","100000","74","100000","74",,,"100000","111","100000","111","100000","111","100000","111","100000","111","100000","111","100000","111","36","111","100000","111",,,"100000","148","100000","148","100000","148",,,"100000","148","100000","148","100000","148","100000","148","100000","148",,,,,,,,,,,"100000","185","100000","185",,,"100000","185","100000","185",,,"100000","222",,,,,"100000","222","100000","222",,,,,,,"100000","222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","38","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76","100000","76",,,"100000","114","100000","114","100000","114","100000","114","100000","114","100000","114","100000","114",,,"100000","114",,,"100000","152","100000","152","100000","152",,,"100000","152","37","152","100000","152","100000","152","100000","152",,,,,,,,,,,"100000","190","100000","190",,,"100000","190","100000","190",,,"100000","228",,,,,"100000","228","100000","228",,,,,,,"100000","228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","39","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78","100000","78",,,"100000","117","100000","117","100000","117","100000","117","100000","117","100000","117","100000","117",,,"100000","117",,,"100000","156","100000","156","100000","156",,,"100000","156",,,"100000","156","100000","156","100000","156",,,,,,,,,,,"100000","195","100000","195",,,"100000","195","100000","195",,,"100000","234",,,,,"100000","234","100000","234",,,,,,,"100000","234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","40","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80","100000","80",,,"100000","120","100000","120","100000","120","100000","120","100000","120","100000","120","100000","120",,,"100000","120",,,"100000","160","100000","160","100000","160",,,"100000","160",,,"100000","160","100000","160","100000","160",,,,,,,,,,,"100000","200","100000","200",,,"100000","200","100000","200",,,"100000","240",,,,,"100000","240","100000","240",,,,,,,"100000","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
